num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,num_voted_users,cast_total_facebook_likes,facenumber_in_poster
103.0,116.0,0.0,995.0,8000.0,152149590.0,255.0,70000000.0,1999.0,3000.0,5.5,2.35,0.0,74274.0,12790.0,2.0
191.0,132.0,357.0,212.0,14000.0,141204016.0,737.0,70000000.0,2002.0,223.0,5.8,2.35,10000.0,142569.0,14790.0,0.0
147.0,92.0,5.0,726.0,870.0,162495848.0,133.0,74000000.0,2015.0,861.0,6.0,1.85,16000.0,34359.0,5217.0,0.0
79.0,139.0,2000.0,808.0,960.0,136448821.0,158.0,80000000.0,1996.0,848.0,6.6,1.85,1000.0,98989.0,3667.0,1.0
486.0,153.0,16000.0,11000.0,13000.0,120523073.0,1527.0,75000000.0,2009.0,11000.0,8.3,2.35,42000.0,885175.0,36741.0,1.0
75.0,142.0,14000.0,5000.0,49000.0,119654900.0,363.0,70000000.0,1991.0,8000.0,6.7,2.35,13000.0,182802.0,64259.0,1.0
142.0,124.0,212.0,576.0,13000.0,117541000.0,316.0,70000000.0,1990.0,982.0,7.1,2.35,0.0,269858.0,16595.0,0.0
144.0,117.0,69.0,1000.0,10000.0,116643346.0,340.0,80000000.0,2003.0,1000.0,6.0,2.35,0.0,119807.0,14486.0,1.0
153.0,141.0,488.0,509.0,10000.0,100614858.0,1248.0,68000000.0,2001.0,834.0,6.9,1.85,0.0,206776.0,11458.0,1.0
284.0,110.0,0.0,559.0,3000.0,42272747.0,1040.0,70000000.0,2006.0,579.0,5.6,1.85,0.0,78635.0,5609.0,1.0
247.0,109.0,545.0,727.0,886.0,80281096.0,1283.0,60000000.0,2004.0,766.0,5.6,2.35,0.0,143628.0,3222.0,0.0
107.0,88.0,84.0,1000.0,1000.0,219613391.0,98.0,75000000.0,2009.0,1000.0,4.5,1.85,2000.0,31649.0,5227.0,0.0
141.0,124.0,130.0,841.0,4000.0,78120196.0,742.0,75000000.0,2002.0,973.0,7.1,2.35,5000.0,103241.0,6181.0,0.0
358.0,119.0,845.0,992.0,18000.0,98895417.0,698.0,70000000.0,2013.0,11000.0,6.5,2.35,45000.0,203154.0,31782.0,3.0
160.0,103.0,906.0,748.0,1000.0,70117571.0,515.0,58000000.0,1998.0,906.0,6.4,2.35,1000.0,56741.0,6207.0,0.0
355.0,116.0,473.0,464.0,833.0,83552429.0,800.0,70000000.0,2011.0,697.0,5.8,2.35,25000.0,154955.0,4001.0,0.0
235.0,125.0,13000.0,883.0,12000.0,66257002.0,816.0,70000000.0,2003.0,1000.0,8.0,1.37,26000.0,350698.0,16138.0,0.0
59.0,125.0,0.0,184.0,443.0,65012000.0,137.0,70000000.0,1994.0,277.0,6.2,1.85,0.0,43559.0,1439.0,1.0
388.0,146.0,14000.0,979.0,25000.0,79883359.0,488.0,66000000.0,2011.0,19000.0,7.2,2.35,28000.0,116159.0,46726.0,1.0
371.0,118.0,0.0,559.0,13000.0,78031620.0,403.0,70000000.0,2014.0,13000.0,6.1,2.35,34000.0,102248.0,27674.0,7.0
82.0,171.0,0.0,638.0,2000.0,54222000.0,380.0,69500000.0,1989.0,650.0,7.6,2.35,0.0,131217.0,4074.0,0.0
297.0,136.0,0.0,17.0,903.0,52474616.0,245.0,70000000.0,2010.0,592.0,6.3,2.35,13000.0,84118.0,1579.0,2.0
261.0,92.0,28.0,423.0,3000.0,55942830.0,423.0,70000000.0,2014.0,692.0,6.3,2.35,37000.0,138582.0,5178.0,1.0
120.0,116.0,380.0,774.0,18000.0,40932372.0,281.0,70000000.0,1998.0,13000.0,6.3,2.35,0.0,58023.0,32563.0,0.0
228.0,127.0,905.0,271.0,15000.0,38345403.0,492.0,70000000.0,2007.0,588.0,7.7,2.35,15000.0,212085.0,16034.0,8.0
76.0,136.0,218.0,400.0,11000.0,37901509.0,119.0,70000000.0,1997.0,691.0,7.0,2.35,0.0,96385.0,12226.0,1.0
185.0,111.0,2000.0,244.0,17000.0,48430355.0,141.0,70000000.0,2011.0,1000.0,5.3,2.35,0.0,43709.0,18510.0,2.0
128.0,116.0,541.0,384.0,12000.0,30157016.0,189.0,70000000.0,2002.0,405.0,5.6,2.35,792.0,39659.0,12993.0,2.0
237.0,113.0,43.0,452.0,12000.0,28031250.0,814.0,60000000.0,2005.0,585.0,5.2,2.35,0.0,88146.0,13517.0,0.0
105.0,97.0,84.0,150.0,989.0,33105600.0,141.0,70000000.0,2002.0,229.0,5.4,1.37,531.0,41663.0,1576.0,1.0
242.0,88.0,24.0,324.0,5000.0,62321039.0,271.0,70000000.0,2012.0,327.0,6.4,2.35,24000.0,117096.0,5861.0,1.0
360.0,136.0,163.0,66.0,394.0,38509342.0,356.0,75000000.0,2012.0,217.0,5.9,2.35,33000.0,61995.0,712.0,7.0
112.0,125.0,40.0,407.0,13000.0,19076815.0,196.0,60000000.0,2002.0,787.0,6.3,2.35,997.0,43651.0,15916.0,0.0
189.0,116.0,5.0,748.0,26000.0,25093607.0,157.0,35000000.0,2011.0,22000.0,6.5,2.35,17000.0,105556.0,49608.0,2.0
151.0,98.0,323.0,390.0,1000.0,18990542.0,289.0,70000000.0,2002.0,841.0,3.0,2.35,584.0,22264.0,2763.0,3.0
92.0,91.0,8.0,298.0,349.0,14294842.0,277.0,70000000.0,2002.0,324.0,3.6,2.35,391.0,16761.0,1846.0,1.0
79.0,97.0,13.0,695.0,11000.0,19819494.0,126.0,70000000.0,1998.0,893.0,5.8,2.35,815.0,26893.0,13628.0,0.0
81.0,95.0,101.0,443.0,2000.0,13596911.0,123.0,70000000.0,2001.0,509.0,6.2,2.35,2000.0,25572.0,3734.0,0.0
261.0,133.0,0.0,301.0,26000.0,7097125.0,207.0,70000000.0,2015.0,326.0,5.4,2.35,11000.0,38983.0,28129.0,1.0
197.0,106.0,14.0,582.0,11000.0,37760080.0,618.0,70000000.0,2004.0,1000.0,6.1,1.85,0.0,72868.0,12871.0,2.0
159.0,116.0,105.0,246.0,844.0,5851188.0,313.0,70000000.0,2006.0,729.0,4.2,2.35,764.0,31124.0,1899.0,1.0
286.0,115.0,101.0,585.0,13000.0,25121291.0,279.0,50000000.0,2013.0,1000.0,6.7,2.35,34000.0,177653.0,15708.0,1.0
156.0,99.0,212.0,182.0,576.0,18821279.0,202.0,70000000.0,2014.0,358.0,4.2,2.35,12000.0,44891.0,1520.0,0.0
176.0,124.0,31.0,497.0,11000.0,118471320.0,568.0,68000000.0,2002.0,655.0,6.4,2.35,0.0,86504.0,12556.0,0.0
293.0,124.0,171.0,10000.0,21000.0,300523113.0,498.0,68000000.0,2010.0,17000.0,4.9,2.35,29000.0,184637.0,52547.0,3.0
141.0,124.0,0.0,580.0,22000.0,71069884.0,445.0,68000000.0,2001.0,10000.0,6.8,2.35,0.0,101899.0,32871.0,0.0
304.0,87.0,275.0,975.0,7000.0,251501645.0,296.0,69000000.0,2010.0,2000.0,7.7,1.85,31000.0,385943.0,11608.0,0.0
40.0,105.0,29.0,97.0,584.0,35324232.0,62.0,68000000.0,1995.0,220.0,5.6,2.35,617.0,32224.0,1132.0,1.0
280.0,125.0,3000.0,3000.0,14000.0,81257500.0,229.0,68000000.0,2015.0,11000.0,6.4,2.35,30000.0,117739.0,30010.0,0.0
180.0,141.0,448.0,334.0,614.0,617840.0,172.0,70000000.0,2009.0,451.0,7.2,2.35,29000.0,52496.0,1829.0,2.0
125.0,121.0,18.0,776.0,1000.0,29655590.0,435.0,65000000.0,1999.0,855.0,6.0,1.85,0.0,53970.0,3986.0,4.0
237.0,111.0,101.0,681.0,966.0,45045037.0,143.0,36000000.0,2011.0,919.0,5.9,2.35,10000.0,103230.0,3393.0,3.0
209.0,157.0,0.0,680.0,14000.0,28965197.0,521.0,68000000.0,1999.0,826.0,7.9,2.35,0.0,133526.0,18216.0,1.0
178.0,117.0,44.0,531.0,788.0,27550735.0,113.0,0.0,2016.0,562.0,6.8,2.35,12000.0,27481.0,3524.0,0.0
238.0,128.0,0.0,135.0,29000.0,39380442.0,263.0,70000000.0,2008.0,149.0,7.1,2.35,0.0,174248.0,29824.0,1.0
190.0,114.0,116.0,982.0,7000.0,72980108.0,264.0,0.0,2010.0,1000.0,5.9,1.85,0.0,80338.0,10419.0,2.0
393.0,105.0,335.0,911.0,3000.0,37516013.0,348.0,69000000.0,2012.0,3000.0,5.9,2.35,98000.0,128629.0,8281.0,0.0
138.0,113.0,36.0,232.0,537.0,87704396.0,274.0,66000000.0,1999.0,427.0,6.2,2.35,0.0,88132.0,1302.0,1.0
142.0,121.0,38.0,745.0,940.0,83892374.0,297.0,66000000.0,1998.0,826.0,7.0,2.35,0.0,85720.0,4230.0,0.0
90.0,102.0,4.0,112.0,14000.0,5932060.0,174.0,35000000.0,2007.0,394.0,5.4,2.35,0.0,29285.0,14625.0,0.0
219.0,169.0,14000.0,13000.0,15000.0,216119491.0,2277.0,70000000.0,1998.0,14000.0,8.6,1.85,22000.0,881236.0,44998.0,2.0
327.0,132.0,76.0,464.0,3000.0,43568507.0,346.0,66000000.0,2014.0,3000.0,6.5,2.35,32000.0,136954.0,7081.0,1.0
149.0,127.0,278.0,912.0,2000.0,182805123.0,395.0,70000000.0,2000.0,955.0,6.4,1.37,0.0,158864.0,5838.0,1.0
193.0,103.0,77.0,835.0,1000.0,176387405.0,467.0,59000000.0,2002.0,939.0,7.6,1.85,3000.0,328159.0,5437.0,0.0
175.0,136.0,759.0,354.0,11000.0,33685268.0,662.0,68000000.0,2003.0,599.0,5.5,2.35,4000.0,75573.0,12194.0,1.0
538.0,150.0,14000.0,655.0,23000.0,182204440.0,720.0,65000000.0,2012.0,826.0,7.4,2.35,71000.0,197412.0,25517.0,0.0
313.0,136.0,0.0,99.0,18000.0,171383253.0,3646.0,63000000.0,1999.0,145.0,8.7,2.35,25000.0,1217752.0,18563.0,3.0
159.0,140.0,2000.0,552.0,15000.0,172071312.0,296.0,62000000.0,1995.0,968.0,7.6,2.35,5000.0,208817.0,17171.0,0.0
80.0,104.0,54.0,775.0,901.0,139225854.0,116.0,60000000.0,2002.0,857.0,5.5,1.85,1000.0,34561.0,5265.0,0.0
488.0,158.0,0.0,11000.0,20000.0,148775460.0,845.0,61000000.0,2012.0,13000.0,7.6,1.85,144000.0,243834.0,46204.0,1.0
153.0,119.0,0.0,744.0,15000.0,115731542.0,556.0,65000000.0,1998.0,793.0,6.5,1.85,0.0,151812.0,17768.0,2.0
173.0,106.0,285.0,105.0,8000.0,100468793.0,277.0,65000000.0,2008.0,3000.0,6.9,2.35,0.0,212499.0,11264.0,2.0
156.0,136.0,258.0,94.0,12000.0,93771072.0,318.0,65000000.0,1998.0,174.0,6.7,2.35,0.0,135404.0,12396.0,0.0
307.0,95.0,480.0,490.0,21000.0,100448498.0,285.0,65000000.0,2010.0,561.0,6.6,2.35,25000.0,272789.0,23018.0,3.0
322.0,137.0,11000.0,465.0,769.0,115603980.0,351.0,65000000.0,2014.0,698.0,7.2,2.35,35000.0,103589.0,2938.0,0.0
169.0,130.0,16000.0,416.0,16000.0,90454043.0,326.0,65000000.0,2000.0,495.0,6.4,2.35,0.0,60165.0,17771.0,1.0
74.0,124.0,212.0,369.0,13000.0,84049211.0,172.0,70000000.0,1993.0,730.0,6.4,2.35,0.0,96096.0,15229.0,1.0
72.0,108.0,610.0,461.0,848.0,70450000.0,189.0,50000000.0,1996.0,517.0,6.0,2.35,0.0,77390.0,2913.0,2.0
86.0,104.0,226.0,577.0,13000.0,69688384.0,139.0,60000000.0,2000.0,718.0,6.1,1.85,0.0,34473.0,16452.0,1.0
242.0,129.0,0.0,625.0,12000.0,70236496.0,564.0,63000000.0,2006.0,1000.0,6.0,1.85,0.0,67395.0,14421.0,0.0
141.0,117.0,179.0,403.0,8000.0,63695760.0,264.0,65000000.0,2003.0,4000.0,6.4,1.85,0.0,61490.0,12850.0,1.0
313.0,99.0,119.0,174.0,600.0,59617068.0,310.0,65000000.0,2012.0,346.0,6.4,2.35,59000.0,213863.0,1375.0,0.0
280.0,159.0,0.0,521.0,10000.0,55637680.0,1500.0,65000000.0,1999.0,580.0,7.3,1.66,10000.0,227071.0,11424.0,1.0
176.0,118.0,87.0,929.0,2000.0,85911262.0,213.0,65000000.0,2014.0,1000.0,5.2,2.39,16000.0,24735.0,4796.0,6.0
279.0,105.0,43.0,523.0,10000.0,53846915.0,221.0,50100000.0,2015.0,806.0,6.6,1.85,23000.0,149337.0,11943.0,0.0
241.0,103.0,368.0,520.0,27000.0,54758461.0,238.0,65000000.0,2012.0,1000.0,6.3,2.35,18000.0,147641.0,29808.0,3.0
185.0,122.0,687.0,957.0,16000.0,52397389.0,514.0,65000000.0,2004.0,1000.0,5.9,2.35,0.0,132954.0,19764.0,0.0
117.0,143.0,0.0,210.0,509.0,38966057.0,157.0,65000000.0,1998.0,317.0,6.7,2.35,688.0,23940.0,1409.0,0.0
239.0,96.0,545.0,974.0,14000.0,42345531.0,423.0,65000000.0,2012.0,1000.0,5.4,2.35,32000.0,104831.0,17913.0,0.0
230.0,111.0,545.0,805.0,26000.0,36064910.0,211.0,45000000.0,2008.0,872.0,6.4,2.35,0.0,166610.0,28643.0,4.0
94.0,121.0,212.0,263.0,394.0,33328051.0,285.0,65000000.0,1996.0,380.0,6.7,2.35,4000.0,60508.0,1531.0,2.0
134.0,135.0,138.0,184.0,324.0,32598931.0,265.0,65000000.0,2000.0,192.0,6.2,2.35,892.0,49300.0,1013.0,1.0
136.0,101.0,4000.0,539.0,17000.0,28045540.0,202.0,65000000.0,2005.0,14000.0,6.1,1.85,0.0,67707.0,32232.0,0.0
315.0,151.0,21000.0,637.0,11000.0,37023395.0,2968.0,63000000.0,1999.0,783.0,8.8,2.35,48000.0,1347461.0,13209.0,2.0
96.0,131.0,368.0,383.0,11000.0,43532294.0,175.0,65000000.0,2006.0,529.0,7.1,2.35,0.0,46951.0,12088.0,0.0
60.0,100.0,36.0,554.0,13000.0,17218080.0,249.0,70000000.0,1991.0,773.0,5.7,1.85,0.0,43376.0,15944.0,0.0
60.0,105.0,0.0,506.0,975.0,10014234.0,69.0,65000000.0,2000.0,909.0,5.0,1.85,177.0,8560.0,3580.0,1.0
308.0,92.0,72.0,568.0,623.0,19059018.0,194.0,65000000.0,2014.0,593.0,5.1,2.35,15000.0,65709.0,3165.0,0.0
127.0,130.0,2000.0,25.0,268.0,1987287.0,138.0,50000000.0,2005.0,85.0,6.9,2.35,0.0,25474.0,450.0,0.0
196.0,100.0,38.0,1000.0,3000.0,24407944.0,380.0,43000000.0,2005.0,1000.0,4.8,2.35,0.0,71202.0,7048.0,0.0
339.0,102.0,436.0,6000.0,23000.0,13750556.0,239.0,65000000.0,2014.0,13000.0,6.5,1.85,32000.0,111102.0,49433.0,3.0
96.0,133.0,521.0,970.0,11000.0,31054924.0,290.0,64000000.0,1999.0,1000.0,5.1,1.85,295.0,17025.0,16710.0,1.0
361.0,121.0,175.0,221.0,963.0,43247140.0,265.0,55000000.0,2015.0,580.0,7.1,2.35,40000.0,134625.0,2131.0,0.0
226.0,147.0,670.0,16.0,177.0,2208939.0,482.0,50000000.0,2006.0,27.0,7.5,2.35,26000.0,190490.0,253.0,0.0
194.0,94.0,116.0,481.0,645.0,213079163.0,795.0,63000000.0,2002.0,522.0,6.2,2.35,0.0,162909.0,2725.0,2.0
138.0,94.0,42.0,668.0,12000.0,19548064.0,77.0,65000000.0,2009.0,9000.0,6.3,2.35,0.0,25681.0,23365.0,1.0
308.0,127.0,14000.0,191.0,967.0,356784000.0,895.0,63000000.0,1993.0,610.0,8.1,1.85,19000.0,613473.0,2129.0,0.0
40.0,212.0,759.0,812.0,2000.0,25052000.0,145.0,63000000.0,1994.0,925.0,6.6,2.35,0.0,35314.0,5708.0,0.0
42.0,141.0,176.0,672.0,11000.0,122012710.0,133.0,62000000.0,1994.0,913.0,6.9,2.35,0.0,69663.0,14178.0,1.0
68.0,103.0,10.0,7.0,21.0,72413.0,86.0,65000000.0,2015.0,18.0,6.1,2.35,0.0,11584.0,58.0,3.0
78.0,98.0,322.0,723.0,979.0,58255287.0,187.0,64000000.0,2006.0,862.0,4.3,1.85,0.0,39471.0,6334.0,1.0
178.0,116.0,84.0,563.0,11000.0,77086030.0,602.0,62000000.0,2000.0,919.0,6.6,2.35,0.0,65297.0,14931.0,0.0
75.0,114.0,0.0,452.0,524.0,65000000.0,214.0,62000000.0,1995.0,517.0,6.8,2.35,0.0,43027.0,2668.0,0.0
150.0,87.0,12.0,645.0,3000.0,32178777.0,250.0,62000000.0,2008.0,966.0,3.8,2.35,0.0,43300.0,6658.0,6.0
113.0,125.0,11.0,867.0,11000.0,15738632.0,399.0,42000000.0,2001.0,904.0,5.9,2.35,0.0,38076.0,14536.0,2.0
596.0,187.0,16000.0,1000.0,46000.0,54116191.0,1018.0,44000000.0,2015.0,1000.0,7.9,2.76,114000.0,272839.0,49912.0,1.0
191.0,93.0,8.0,970.0,8000.0,118153533.0,246.0,61000000.0,2007.0,1000.0,6.3,1.85,0.0,129995.0,13232.0,2.0
156.0,95.0,25.0,439.0,989.0,108012170.0,82.0,63000000.0,2011.0,664.0,5.5,1.85,0.0,24089.0,2558.0,0.0
460.0,117.0,0.0,447.0,18000.0,210592590.0,2073.0,65000000.0,2006.0,13000.0,7.7,2.35,13000.0,607235.0,32360.0,0.0
141.0,106.0,116.0,708.0,22000.0,279167575.0,428.0,80000000.0,2004.0,713.0,6.3,1.85,0.0,211296.0,24938.0,6.0
180.0,115.0,64.0,664.0,2000.0,143151473.0,320.0,60000000.0,2008.0,899.0,7.1,2.35,11000.0,116681.0,4811.0,0.0
186.0,189.0,0.0,693.0,15000.0,136801374.0,1377.0,60000000.0,1999.0,745.0,8.5,1.85,30000.0,782610.0,17716.0,0.0
177.0,100.0,12.0,311.0,419.0,168213584.0,255.0,0.0,2007.0,330.0,5.9,2.35,0.0,99989.0,1412.0,3.0
161.0,81.0,10.0,397.0,925.0,135381507.0,251.0,150000000.0,2005.0,729.0,5.8,1.85,912.0,63912.0,2252.0,0.0
568.0,149.0,21000.0,625.0,835.0,167735396.0,1127.0,61000000.0,2014.0,812.0,8.1,2.35,146000.0,569841.0,4348.0,0.0
249.0,119.0,218.0,73.0,13000.0,121468960.0,849.0,60000000.0,2002.0,147.0,7.9,2.35,0.0,407601.0,13249.0,1.0
137.0,130.0,258.0,345.0,394.0,106635996.0,416.0,58000000.0,1995.0,387.0,7.2,2.35,0.0,199025.0,1784.0,2.0
113.0,116.0,165.0,475.0,577.0,102678089.0,274.0,95000000.0,1999.0,501.0,6.3,2.35,885.0,42705.0,2321.0,0.0
213.0,103.0,608.0,576.0,2000.0,125603360.0,877.0,60000000.0,1998.0,617.0,8.1,1.85,18000.0,667983.0,3698.0,1.0
120.0,99.0,59.0,145.0,770.0,101217900.0,353.0,70000000.0,1998.0,263.0,7.0,1.85,0.0,91093.0,1195.0,2.0
81.0,92.0,41.0,522.0,1000.0,104148781.0,116.0,60000000.0,2003.0,955.0,5.5,1.85,886.0,49486.0,4050.0,1.0
265.0,109.0,175.0,459.0,18000.0,75573300.0,172.0,61000000.0,2013.0,497.0,6.7,2.35,22000.0,156898.0,20148.0,1.0
105.0,87.0,6.0,405.0,3000.0,93375151.0,235.0,60000000.0,2001.0,664.0,5.2,1.85,0.0,46031.0,4171.0,0.0
155.0,111.0,473.0,82.0,26000.0,106126012.0,497.0,60000000.0,2003.0,9000.0,7.0,2.35,0.0,285623.0,35084.0,6.0
118.0,101.0,30.0,268.0,1000.0,93307796.0,269.0,60000000.0,2002.0,976.0,6.1,1.85,0.0,85673.0,2636.0,2.0
131.0,83.0,35.0,754.0,13000.0,90646554.0,289.0,105000000.0,1998.0,11000.0,6.6,1.85,0.0,124641.0,25788.0,0.0
166.0,113.0,0.0,721.0,4000.0,109176215.0,144.0,60000000.0,2009.0,722.0,5.5,1.85,0.0,83506.0,8172.0,6.0
60.0,107.0,12000.0,695.0,10000.0,82670733.0,97.0,60000000.0,1990.0,3000.0,5.9,2.35,0.0,60476.0,14006.0,0.0
77.0,94.0,163.0,2000.0,12000.0,82569532.0,128.0,60000000.0,2005.0,3000.0,5.4,2.35,781.0,42737.0,20348.0,6.0
249.0,132.0,47.0,240.0,988.0,81687587.0,360.0,61000000.0,2015.0,960.0,6.4,2.35,24000.0,138246.0,2517.0,0.0
213.0,140.0,708.0,745.0,11000.0,80574010.0,302.0,60000000.0,2010.0,8000.0,5.7,1.85,26000.0,63493.0,20440.0,1.0
121.0,125.0,420.0,627.0,12000.0,75764085.0,322.0,60000000.0,2000.0,3000.0,6.7,2.35,0.0,85844.0,16646.0,1.0
315.0,111.0,124.0,357.0,13000.0,90356857.0,328.0,58000000.0,2010.0,11000.0,7.1,2.35,32000.0,238916.0,24928.0,4.0
171.0,156.0,0.0,1000.0,14000.0,75530832.0,452.0,55000000.0,1999.0,2000.0,6.8,2.35,0.0,97047.0,20761.0,5.0
96.0,170.0,0.0,380.0,19000.0,75370763.0,263.0,60000000.0,1998.0,1000.0,6.5,1.85,0.0,32353.0,20683.0,0.0
299.0,120.0,0.0,680.0,10000.0,100003492.0,836.0,65000000.0,2004.0,851.0,7.6,2.35,0.0,293662.0,13581.0,0.0
167.0,100.0,55.0,416.0,12000.0,90341670.0,432.0,60000000.0,2002.0,1000.0,5.5,2.35,0.0,102129.0,14611.0,4.0
125.0,115.0,13.0,579.0,2000.0,74540762.0,323.0,55000000.0,2004.0,1000.0,6.5,1.85,0.0,48753.0,4496.0,2.0
387.0,130.0,188.0,1000.0,10000.0,80033643.0,448.0,60000000.0,2012.0,3000.0,7.0,2.35,38000.0,226570.0,16385.0,2.0
199.0,105.0,212.0,811.0,1000.0,73648142.0,643.0,60000000.0,1999.0,975.0,5.8,2.35,0.0,99043.0,3697.0,1.0
136.0,111.0,197.0,6.0,433.0,71844424.0,223.0,60000000.0,2009.0,208.0,7.3,1.78,0.0,33158.0,679.0,0.0
436.0,106.0,0.0,175.0,13000.0,75638743.0,411.0,60000000.0,2011.0,240.0,6.6,1.85,42000.0,180479.0,13634.0,4.0
73.0,89.0,18.0,226.0,658.0,66734992.0,181.0,60000000.0,2003.0,257.0,4.4,2.35,858.0,23476.0,1233.0,0.0
310.0,100.0,253.0,57.0,309.0,75280058.0,279.0,60000000.0,2009.0,229.0,7.7,1.85,10000.0,143121.0,647.0,1.0
323.0,91.0,0.0,751.0,11000.0,64505912.0,1264.0,48000000.0,2008.0,946.0,5.0,1.85,6000.0,163130.0,13654.0,0.0
171.0,146.0,12000.0,451.0,18000.0,77862546.0,690.0,70000000.0,2004.0,992.0,7.7,2.35,14000.0,266310.0,20454.0,2.0
76.0,98.0,48.0,722.0,21000.0,61112916.0,83.0,50000000.0,2006.0,936.0,4.4,2.35,747.0,14888.0,24664.0,0.0
173.0,101.0,480.0,767.0,881.0,88200225.0,308.0,60000000.0,2004.0,869.0,6.1,2.35,0.0,120795.0,3943.0,5.0
81.0,94.0,32.0,626.0,854.0,60573641.0,162.0,60000000.0,1996.0,628.0,5.4,1.85,0.0,68406.0,4530.0,1.0
242.0,132.0,0.0,160.0,366.0,59035104.0,597.0,66000000.0,2004.0,334.0,6.8,1.85,0.0,244566.0,1112.0,1.0
110.0,115.0,234.0,521.0,3000.0,56702901.0,181.0,60000000.0,1998.0,552.0,6.5,2.35,1000.0,23302.0,4713.0,1.0
328.0,92.0,28.0,586.0,10000.0,55994557.0,176.0,60000000.0,2012.0,884.0,7.0,2.35,12000.0,72287.0,13597.0,0.0
83.0,124.0,105.0,460.0,24000.0,54910560.0,227.0,60000000.0,1997.0,13000.0,6.3,2.35,0.0,88225.0,38227.0,0.0
196.0,119.0,610.0,716.0,834.0,53789313.0,347.0,60000000.0,2003.0,780.0,6.3,2.35,0.0,89816.0,3637.0,0.0
34.0,124.0,50.0,672.0,1000.0,51045801.0,54.0,60000000.0,1996.0,944.0,6.1,1.85,829.0,11370.0,3653.0,2.0
118.0,93.0,18.0,903.0,9000.0,50818750.0,106.0,60000000.0,2008.0,2000.0,6.1,2.35,0.0,31209.0,13403.0,0.0
81.0,98.0,11.0,107.0,966.0,50189179.0,207.0,60000000.0,2002.0,680.0,5.3,1.85,797.0,61966.0,2018.0,2.0
47.0,92.0,14.0,488.0,789.0,50024083.0,126.0,60000000.0,1995.0,520.0,5.4,1.85,1000.0,35918.0,2318.0,1.0
313.0,105.0,0.0,288.0,539.0,50549107.0,289.0,60000000.0,2014.0,394.0,6.2,2.35,17000.0,99035.0,1411.0,3.0
315.0,124.0,737.0,14000.0,34000.0,56443482.0,256.0,60000000.0,2015.0,22000.0,6.6,1.85,24000.0,75329.0,75793.0,3.0
225.0,99.0,24.0,864.0,18000.0,62401264.0,323.0,60000000.0,2016.0,992.0,5.9,2.35,28000.0,69484.0,20276.0,3.0
223.0,116.0,0.0,672.0,1000.0,47748610.0,656.0,75000000.0,1997.0,720.0,6.3,2.35,0.0,170179.0,3090.0,0.0
198.0,124.0,845.0,295.0,650.0,46975183.0,338.0,61000000.0,2007.0,467.0,7.2,2.35,0.0,256213.0,1640.0,0.0
219.0,96.0,7.0,642.0,874.0,50807639.0,122.0,60000000.0,2014.0,668.0,6.8,1.85,11000.0,40883.0,3151.0,3.0
92.0,104.0,165.0,944.0,1000.0,46611204.0,257.0,48000000.0,1998.0,967.0,6.1,2.35,0.0,55749.0,4294.0,1.0
435.0,100.0,97.0,2000.0,11000.0,257756197.0,471.0,60000000.0,2014.0,8000.0,7.8,2.35,64000.0,246698.0,22128.0,0.0
111.0,115.0,11.0,642.0,1000.0,48472213.0,156.0,45000000.0,2005.0,759.0,5.0,2.35,621.0,51252.0,4305.0,2.0
138.0,101.0,38.0,11000.0,23000.0,43060566.0,569.0,60000000.0,2002.0,18000.0,6.2,2.35,0.0,107859.0,53024.0,0.0
415.0,113.0,181.0,300.0,33000.0,45996718.0,264.0,60000000.0,2013.0,301.0,6.7,2.35,40000.0,173530.0,34738.0,3.0
170.0,100.0,11000.0,485.0,10000.0,43337279.0,203.0,60000000.0,2009.0,1000.0,4.9,1.85,0.0,76770.0,12258.0,2.0
306.0,134.0,16000.0,204.0,13000.0,37479778.0,259.0,60000000.0,2009.0,11000.0,7.4,2.35,23000.0,124222.0,24458.0,1.0
252.0,127.0,162.0,379.0,18000.0,36965395.0,235.0,0.0,2009.0,748.0,7.1,2.35,0.0,113295.0,19776.0,3.0
211.0,125.0,209.0,896.0,8000.0,40559930.0,184.0,60000000.0,2009.0,1000.0,6.2,2.35,0.0,41727.0,10623.0,0.0
49.0,94.0,80.0,230.0,1000.0,36830057.0,73.0,65000000.0,1999.0,417.0,4.9,1.85,448.0,10883.0,2151.0,2.0
161.0,107.0,69.0,206.0,310.0,36279230.0,213.0,60000000.0,2006.0,219.0,6.1,2.35,690.0,42144.0,1352.0,0.0
156.0,91.0,2.0,480.0,12000.0,42194060.0,72.0,70000000.0,2009.0,10000.0,6.1,2.35,0.0,41259.0,22668.0,1.0
172.0,116.0,53.0,906.0,27000.0,43119879.0,842.0,60000000.0,2002.0,1000.0,6.4,2.35,0.0,58450.0,31224.0,0.0
161.0,100.0,0.0,210.0,436.0,35096190.0,322.0,60000000.0,2003.0,399.0,6.3,1.85,0.0,76560.0,1395.0,1.0
239.0,111.0,39.0,461.0,16000.0,35754555.0,150.0,0.0,2012.0,897.0,6.8,2.35,11000.0,47954.0,17871.0,0.0
258.0,117.0,258.0,896.0,2000.0,43290977.0,256.0,80000000.0,2010.0,1000.0,6.6,2.35,0.0,75201.0,7053.0,1.0
